4,4,0
5,2,3
-5,5,5
-1,7,3
4,2,0
-1,5,1
6,1,4
0,2,6
1,4,1
-2,1,5
-3,1,4
7,2,2
-1,6,0
-2,4,5
0,6,0
-1,1,6
5,4,-1
-1,9,3
-4,5,8
-2,0,5
-1,5,5
6,6,3
-1,0,4
-3,6,8
-4,-1,6
4,2,2
6,5,-3
5,5,-1
0,6,6
-1,7,4
7,6,2
5,6,-3
8,6,4
-2,9,4
6,6,4
-1,1,8
-3,8,3
-1,6,4
4,3,1
0,6,5
7,6,4
-2,3,3
7,3,3
5,6,2
5,5,1
-1,8,5
-2,9,1
1,2,1
-5,5,8
-5,5,9
0,6,1
6,2,2
4,1,1
8,6,6
1,4,7
-3,-2,9
-2,10,0
5,3,4
0,7,6
0,5,4
2,8,3
-3,9,3
0,7,7
3,6,-1
-6,6,2
-2,5,8
-4,5,10
8,2,3
-4,6,2
7,7,6
4,7,-4
-5,6,8
7,4,3
7,5,1
8,8,4
5,2,1
-6,10,0
0,6,7
-2,11,0
1,8,2
6,2,-2
-1,7,9
6,7,1
-3,8,2
6,4,1
2,3,6
-4,7,6
-2,8,3
9,3,0
7,4,-2
-4,4,10
6,1,3
-1,8,1
-2,2,3
0,2,4
-3,6,2
1,7,6
0,5,8
-1,9,1
8,8,3
9,8,5
9,2,-1
6,0,4
0,2,2
-9,6,5
6,1,2
-3,5,10
8,7,5
6,2,3
0,-3,10
-2,10,2
8,4,4
9,3,1
8,4,3
7,8,4
8,2,4
5,6,3
0,9,4
-1,10,0
-3,-1,-4
4,6,-5
9,7,5
0,7,5
-1,5,7
-3,3,10
6,6,2
8,9,4
0,9,3
9,1,-2
-2,8,1
2,7,0
-4,6,-1
9,9,4
-2,7,9
-1,10,2
-4,6,7
-4,8,3
-2,7,4
-3,7,9
8,1,3
3,8,4
-3,5,11
-10,5,4
7,6,3
0,5,2
-3,7,2
4,7,-3
10,7,4
-2,6,9
10,0,-3
10,1,-1
7,9,3
-1,10,4
1,9,3
-1,10,1
8,1,4
8,1,1
-1,-1,10
7,5,3
-4,7,0
-6,5,9
-2,2,9
8,10,2
0,8,0
9,3,3
6,6,6
9,7,6
-1,6,6
10,9,5
10,9,4
8,9,1
9,2,-2
6,8,2
5,6,-2
5,7,2
7,6,5
-4,5,9
-2,8,0
-2,9,0
-7,6,-1
7,7,3
8,8,2
10,6,5
8,9,5
7,5,4
-5,5,4
-1,9,2
-5,6,9
1,9,5
7,6,6
