2,0,1
0,5,8
3,6,5
-4,2,4
5,2,7
4,7,6
3,2,4
4,5,8
6,2,8
2,1,2
-2,4,7
5,4,9
-5,5,9
-3,4,8
5,2,6
-6,6,8
-6,6,10
2,-1,0
3,-1,1
-1,5,7
-1,4,8
-3,2,9
-7,7,10
7,2,9
4,7,7
-6,5,6
-2,4,3
3,2,9
6,1,7
-5,7,9
0,2,10
3,4,7
-1,4,9
1,8,9
5,3,1
-3,5,-1
9,2,8
8,6,8
4,4,10
5,2,9
-7,6,7
-5,6,9
-6,6,9
8,3,8
-4,6,9
-1,1,9
6,3,9
-6,4,7
4,5,10
4,-1,1
-6,2,7
-5,2,7
8,2,6
3,5,8
5,7,2
-2,6,10
-4,10,0
1,1,-4
2,8,9
-7,7,8
4,5,11
-8,6,8
-5,6,7
-2,3,7
3,2,7
-5,6,2
0,-3,8
2,-2,-4
8,7,9
5,4,7
3,11,2
-3,6,0
-8,3,8
1,1,-3
-5,2,8
5,6,11
-7,6,9
-3,3,7
-7,0,10
-9,5,7
-2,1,11
0,1,11
-9,3,8
9,7,8
-6,7,9
-6,7,7
5,4,12
4,1,8
1,1,9
4,4,4
-4,1,9
8,4,4
-5,7,1
1,6,6
0,-1,-3
-5,3,3
-5,6,5
8,8,12
-9,7,0
2,-1,3
8,4,13
10,8,8
5,5,13
6,0,8
-10,2,9
-8,8,8
1,1,10
-7,7,9
-7,3,7
-10,6,-1
-10,6,0
-8,5,6
-7,5,7
-7,5,9
-6,5,9
10,1,9
10,2,7
-8,8,11
5,3,10
-4,5,9
-7,-4,-3
-6,-3,-3
-8,7,7
-7,7,6
-3,2,8
-1,4,3
3,-1,-4
-5,1,10
-6,8,0
7,-3,-1
0,10,5
8,2,8
1,1,7
6,7,4
-2,3,11
7,4,7
7,2,-4
-5,6,0
-7,2,7
-1,7,9
1,5,6
-5,-3,6
7,4,8
4,4,13
-1,8,14
-6,6,4
-1,-6,4
-2,-2,9
-1,10,4
-2,8,9
-6,8,5
5,7,-2
7,3,4
6,5,-2
-7,5,8
10,9,9
-6,8,1
-4,6,0
-1,2,12
-9,6,-1
-5,7,-1
-5,8,0
-5,9,-1
-8,5,8
-5,0,11
-4,6,-3
-3,6,-3
3,4,9
4,3,10
-5,8,8
-3,2,12
-3,4,12
-2,2,12
-5,5,11
-5,6,11
-6,-5,-4
11,9,10
-3,5,-2
-7,-3,-3
-11,6,-1
-10,6,-2
-9,5,0
-9,6,-2
-8,7,11
-7,9,10
1,1,11
0,4,2
-1,9,13
11,0,9
11,2,10
-8,8,9
-8,6,6
-6,7,8
-1,1,11
