2,1,3
3,2,6
6,4,4
3,-3,5
3,1,-1
4,1,1
3,0,5
3,5,2
1,3,6
2,8,4
2,1,1
5,4,3
4,1,3
-1,2,8
4,2,4
6,-1,-1
-1,0,8
4,-1,-1
5,0,4
3,9,5
1,1,6
3,3,4
1,-2,6
4,2,-2
5,0,-1
4,-3,5
-4,2,7
5,-2,0
0,-1,8
6,-3,-1
4,7,4
5,-2,-1
0,2,6
5,3,3
-4,2,5
5,5,6
-2,2,8
-1,-1,1
3,3,3
2,1,4
5,1,3
1,-2,7
-1,-1,3
3,9,6
-4,2,6
2,9,5
-2,6,8
2,3,4
-3,-1,4
2,-2,3
0,1,8
-1,-1,9
6,-2,-2
1,6,1
-1,0,9
0,2,5
4,0,4
7,5,3
-5,5,2
5,8,2
4,-1,-4
-2,5,7
0,0,1
6,8,7
6,2,-1
5,1,5
1,10,6
3,2,3
-5,2,5
-4,5,1
8,4,6
7,0,-3
-3,3,4
-2,2,7
4,-1,0
5,6,8
8,3,2
-1,1,1
7,-2,1
1,-2,1
0,-1,12
0,-2,7
-3,4,6
-4,4,1
3,1,8
5,-4,-3
5,8,5
0,-2,-4
-4,5,7
-3,0,0
7,7,2
2,4,8
-2,1,5
0,3,5
-1,3,5
4,1,6
1,5,8
-2,0,-1
7,-3,0
8,3,7
7,7,6
-3,-1,5
1,1,-5
-6,3,1
-1,-2,-2
5,1,7
7,2,-2
8,2,4
4,4,8
7,3,7
5,3,5
8,1,6
0,6,9
