1,7,6
4,3,8
4,5,7
-5,-1,9
1,5,9
-2,5,4
9,7,10
5,2,8
-7,4,5
-9,2,8
-1,2,11
2,4,12
2,6,2
6,1,7
-2,3,12
0,-1,-3
4,3,10
-11,1,9
-11,0,8
-11,1,8
2,3,11
1,4,12
2,4,13
-11,2,10
-2,4,7
0,3,11
-12,3,10
7,6,13
3,4,12
9,4,13
-12,1,8
-7,8,7
3,2,8
-11,2,9
4,3,11
-6,-1,8
-2,2,12
1,3,11
-2,-5,4
-12,6,0
10,0,8
-12,6,-1
-13,6,-1
1,4,10
-11,1,10
-11,3,10
0,3,12
4,2,9
1,3,13
-13,3,10
-11,4,13
-6,8,9
-7,2,1
1,-1,-2
-2,5,-1
-5,4,5
-2,6,-3
-10,4,8
5,3,1
6,5,-2
-3,-6,6
0,8,4
-10,9,2
-2,-7,3
-6,-5,-1
-5,2,8
-9,0,0
-12,3,9
-8,8,14
1,5,12
-1,-2,-4
-12,5,0
