-3,-3,1
-5,2,5
-2,3,3
-4,-2,-1
-5,1,5
-6,0,6
-3,-4,2
-5,-2,-1
0,-4,-3
3,-4,-2
1,-8,-1
6,10,-10
0,3,-4
5,7,-9
1,-7,2
2,-8,0
3,-6,2
-5,-7,8
5,6,1
5,8,-9
8,7,-9
-5,-7,9
-5,-7,7
2,1,-1
1,-2,7
-6,-6,9
3,-5,3
7,6,-1
4,9,-10
5,11,-9
-2,-4,-2
5,2,-5
-4,-3,5
-6,-5,10
-6,0,-4
3,9,1
-5,-4,3
4,6,0
2,12,-1
-10,-6,0
9,1,-8
-4,-8,8
-5,-4,11
1,-6,2
-8,0,-5
6,-2,-7
-6,0,-3
1,12,-2
5,-4,2
4,10,-10
10,1,-8
-4,7,-1
-2,1,9
-11,-3,6
-7,-7,9
11,0,-9
0,4,-5
-5,-7,3
4,-9,-3
5,-5,-5
0,3,-8
3,-3,6
3,1,8
-4,-3,12
-7,-4,11
