-4,6,-3
4,-2,-6
-4,6,2
-4,6,-2
3,-1,-5
0,8,-3
2,10,-2
5,-3,-5
3,10,-3
-5,7,-4
3,0,-6
1,-1,-7
2,-2,-7
-4,8,-3
1,-3,-7
-2,7,-2
3,9,-3
-3,0,-6
-2,1,-7
5,-2,-6
-1,-3,-8
1,-1,-8
2,11,-1
-3,2,-7
4,9,-4
-4,7,-4
-4,7,-3
-6,6,-5
-6,8,-4
4,0,-6
-2,3,-4
-5,4,1
-5,8,-2
-5,6,1
-3,2,-5
-1,0,-7
-2,10,-5
-4,7,-6
-3,3,-6
-6,9,-2
3,-1,-3
-3,8,0
-4,0,-7
-3,1,-6
-2,2,-8
-5,9,-3
4,-2,-4
-5,7,-5
1,11,-2
1,12,0
-6,8,-3
-7,5,-4
-1,9,-2
6,-3,-6
6,-3,-5
6,-2,-5
3,-1,-7
5,10,-3
5,11,-3
-2,9,-6
-2,10,-6
-3,8,-2
-4,2,-5
3,9,-4
-3,3,-5
6,-5,-6
0,-2,-7
-1,8,-6
