3,9,-1
0,-5,-9
4,8,-2
3,12,-1
1,14,2
-3,-8,-7
0,14,1
1,13,2
-8,-8,-1
-8,-6,-3
-7,-8,-3
-6,-8,-2
10,-3,-6
0,-5,-8
-4,-6,-6
-4,-2,-5
2,11,1
-7,-5,-8
-1,15,-3
5,15,3
1,14,-4
3,14,-4
-2,14,-4
-1,15,-2
0,15,-2
-8,-9,-3
-6,-9,-3
11,-5,-3
0,14,2
1,13,3
-9,-8,-2
-8,-7,-1
-2,-9,-7
10,-4,-6
-5,-7,-2
-9,-7,-3
4,16,4
6,15,2
2,15,-3
3,13,-5
4,13,-4
8,12,-3
-5,-8,-2
-1,-4,-8
2,13,1
1,-3,-11
6,14,2
-1,10,-10
6,8,-8
1,-6,-10
-7,-10,-4
7,7,-9
-2,0,-13
-1,11,-11
0,-4,-14
11,-2,-9
1,8,-9
-1,-3,-15
-4,-8,-1
-4,-8,-8
-4,-8,-6
3,15,4
4,16,5
4,17,4
5,17,4
-10,-7,-2
1,-7,-7
7,12,-8
-5,-10,-2
3,14,-6
-5,-8,-7
8,11,-4
3,15,2
-2,15,-3
-1,-8,-10
-2,-9,-6
1,8,13
7,-11,-9
-9,-10,-2
10,0,-8
-5,-9,-3
11,-4,-6
-3,-10,-8
-6,-10,-1
4,16,2
-1,1,-14
0,14,3
2,14,2
-6,-7,-2
2,12,0
10,-5,-4
7,-10,-10
10,-2,-6
2,13,-2
9,13,1
-6,-9,-4
-1,14,-4
-2,-1,-12
2,-3,-12
-3,-9,-6
9,-6,-4
4,-11,-10
-16,4,0
-3,-6,-16
1,-5,-12
0,1,-11
-3,14,-3
10,-3,-9
12,0,-6
7,-7,-4
-5,-1,-9
10,-4,-12
-2,-4,-13
-8,-5,-8
8,13,-2
-2,10,-12
-17,4,-3
-6,-7,-10
-11,10,3
5,-10,-3
12,2,-4
4,-11,-8
-5,-11,-4
1,-5,-15
7,-10,-3
2,-9,-11
-9,5,-9
-2,-8,-11
-8,-3,-8
-3,-6,-12
-3,-7,-9
-14,5,1
8,16,2
-8,-5,-7
2,-3,-13
-4,-9,-4
9,12,1
-4,-6,-15
-2,-5,-17
-1,11,-12
0,10,-12
-9,-7,-1
-7,-8,0
0,14,-5
-4,-7,-8
3,17,3
5,16,4
5,17,5
-1,-1,-13
-4,-12,-3
-6,-11,0
-5,-11,0
11,1,-8
-9,-4,-9
-2,-9,-11
-1,15,3
-2,-10,-5
-2,-9,-5
-14,4,2
-13,4,2
-1,2,-12
-5,-10,-4
-17,3,1
5,16,3
8,-9,-11
-17,5,-3
-6,-8,-10
-5,-8,-11
5,16,2
-7,-6,-8
0,-2,-16
13,1,-7
-2,11,-11
7,8,-7
9,13,-3
-2,-8,-5
-2,9,-13
1,-3,-14
2,-4,-14
3,-2,-14
5,-11,-3
5,-11,-2
6,-11,-3
-1,16,4
3,16,5
8,-11,-8
8,-10,-8
-8,-9,-5
-6,-11,-5
10,-4,-2
12,-6,-4
1,15,3
1,15,4
-2,-8,-10
-2,-7,-11
0,-7,-11
3,-10,-10
5,-12,-10
4,17,5
5,18,5
6,16,4
6,-9,-2
11,3,-5
11,3,-4
12,3,-5
12,3,-3
13,2,-3
3,-12,-7
2,9,14
9,15,3
9,17,1
-7,-10,-3
4,15,6
11,-3,-11
6,13,-8
7,12,-9
1,-10,-10
2,-9,-10
9,13,-2
10,2,-9
5,17,3
12,-6,-11
12,-5,-10
3,14,-5
3,15,-5
-8,5,-8
-4,-10,-9
-2,-10,-9
-2,-10,-7
-3,-9,-7
-5,-10,-3
-4,-11,-4
7,12,-3
7,13,-4
0,-6,-7
-7,-1,-3
0,11,-11
-11,-7,-2
7,-12,-10
4,15,-5
1,19,-3
-5,-10,1
13,-4,-6
